SEÇÃO XVIII
INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA,
DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E
APARELHOS MÉDICO-CIRÚRGICOS; APARELHOS DE RELOJOARIA;
INSTRUMENTOS MUSICAIS; SUAS PARTES E ACESSÓRIOS
Capítulo 90
Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida,
de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos;
suas partes e acessórios
Notas.

1.- Este Capítulo não compreende:

a) os artefatos para usos técnicos, de borracha vulcanizada não endurecida (posição 40.16), de couro natural ou reconstituído (posição 42.05), ou de matérias têxteis (posição 59.11);
b) as cintas e fundas de matérias têxteis, cujo efeito pretendido sobre o órgão a sustentar ou manter deriva unicamente da elasticidade (por exemplo, cintas de gravidez, fundas torácicas, fundas abdominais, fundas para articulações ou para os músculos) (Seção XI);
c) os produtos refratários da posição 69.03; os artefatos para usos químicos e outros usos técnicos, da posição 69.09;
d) os espelhos de vidro, não trabalhados opticamente, da posição 70.09, e os espelhos de metais comuns ou de metais preciosos, que não tenham as características de elementos de óptica (posição 83.06 ou Capítulo 71);
e) os artigos de vidro das posições 70.07, 70.08, 70.11, 70.14, 70.15 ou 70.17;
f) as partes e acessórios de uso geral, na acepção da Nota 2 da Seção XV, de metais comuns (Seção XV), e os artefatos semelhantes de plásticos (Capítulo 39);
g) as bombas distribuidoras com dispositivo medidor, da posição 84.13; as básculas e balanças de verificação e contagem de peças usinadas, bem como os pesos para balanças apresentados isoladamente (posição 84.23); os aparelhos de elevação e de movimentação (posições 84.25 a 84.28); as cortadeiras de todos os tipos para o trabalho do papel ou do cartão (posição 84.41); os dispositivos especiais para ajustar a peça a trabalhar ou as ferramentas, nas máquinas-ferramentas, mesmo munidos de dispositivos ópticos de leitura (divisores ópticos, por exemplo), da posição 84.66 (exceto os dispositivos puramente ópticos: lunetas de centragem, de alinhamento, por exemplo); as máquinas de calcular (posição 84.70); as torneiras, válvulas e dispositivos semelhantes (posição 84.81); máquinas e aparelhos da posição 84.86, incluídos os aparelhos para projeção ou execução de traçados de circuitos em superfícies sensibilizadas de materiais semicondutores;
h) os faróis de iluminação dos tipos utilizados em ciclos ou automóveis (posição 85.12); as lanternas elétricas portáteis da posição 85.13; os aparelhos cinematográficos para gravação ou reprodução de som, bem como os aparelhos para reprodução em série de suportes de som (posição 85.19); os fonocaptores (posição 85.22); as câmeras de televisão, as câmeras fotográficas digitais e as câmeras de vídeo (posição 85.25); os aparelhos de radiodetecção e de radiossondagem, os aparelhos de radionavegação e os aparelhos de radiotelecomando (posição 85.26); os conectores para fibras ópticas, feixes ou cabos de fibras ópticas (posição 85.36); os aparelhos de comando numérico da posição 85.37; os artigos denominados "faróis e projetores, em unidades seladas" da posição 85.39; os cabos de fibras ópticas da posição 85.44;
ij) os projetores da posição 94.05;
k) os artigos do Capítulo 95;
l) as medidas de capacidade, que se classificam como obra da matéria constitutiva;
m) as bobinas e suportes semelhantes (classificação consoante a matéria constitutiva: por exemplo, posição 39.23, Seção XV).
 
2.- Ressalvadas as disposições da Nota 1 acima, as partes e acessórios para máquinas, aparelhos, instrumentos ou outros artefatos do presente Capítulo, classificam-se de acordo com as seguintes regras:
a) as partes e acessórios que consistam em artefatos compreendidos em qualquer das posições do presente Capítulo ou dos Capítulos 84, 85 ou 91 (exceto os artefatos das posições 84.87, 85.48 ou 90.33) classificam-se nas respectivas posições, quaisquer que sejam as máquinas, aparelhos ou instrumentos a que se destinem;
b) quando se possam identificar como exclusiva ou principalmente destinadas a uma máquina, instrumento ou aparelho determinados, ou a várias máquinas, instrumentos ou aparelhos, compreendidos numa mesma posição (mesmo nas posições 90.10, 90.13 ou 90.31), as partes e acessórios que não sejam os considerados na alínea a) anterior, classificam-se na posição correspondente a essa ou a essas máquinas, instrumentos ou aparelhos;
c) as outras partes e acessórios classificam-se na posição 90.33.
 
3.- As disposições das Notas 3 e 4 da Seção XVI aplicam-se também ao presente Capítulo.
 
4.- A posição 90.05 não compreende as miras telescópicas para armas, os periscópios para submarinos ou carros de combate, nem as lunetas para máquinas, aparelhos ou instrumentos deste Capítulo ou da Seção XVI (posição 90.13).
 
5.- As máquinas, aparelhos ou instrumentos ópticos de medida ou controle, suscetíveis de se classificarem simultaneamente nas posições 90.13 e 90.31, são classificados nesta última posição.
 
6.- Na acepção da posição 90.21, consideram-se artigos e aparelhos ortopédicos os artigos e aparelhos utilizados:

 - seja para prevenir ou corrigir certas deformidades corporais;
 
 - seja para suster ou manter partes do corpo após uma doença, operação ou lesão.
 
Os artigos e aparelhos ortopédicos compreendem os calçados ortopédicos assim como as solas interiores (palmilhas) especiais, concebidos para corrigir as deformidades ortopédicas do pé, contanto que sejam: 1°) fabricados sob medida ou 2°) fabricados em série, apresentados em unidades e não em pares, e concebidos para adaptar-se indiferentemente a cada pé.
 
7.- A posição 90.32 compreende unicamente:
 
a) os instrumentos e aparelhos para regulação da vazão, do nível, da pressão ou de outras características dos fluidos gasosos ou líquidos, ou para o controle automático de temperaturas, mesmo que o seu modo de operar dependa de um fenômeno elétrico variável com o fator a regular, e que têm por função levar este fator a um valor prescrito e mantê-lo estabilizado neste valor, sem ser influenciado por eventuais perturbações, mediante uma medida contínua ou periódica do seu valor real;
b) os reguladores automáticos de grandezas elétricas, bem como os reguladores automáticos de outras grandezas, cujo modo de operar dependa de um fenômeno elétrico variável com o fator a regular, e que têm por função levar este fator a um valor prescrito e mantê-lo estabilizado neste valor, sem ser influenciado por eventuais perturbações, mediante uma medida contínua ou periódica do seu valor real.
 
Nota complementar.
 
1.- As disposições da Nota Complementar 1 da Seção XVI aplicam-se às máquinas, instrumentos e aparelhos deste Capítulo.

Notas Complementares (NC) da TIPI

NC (90-1) Ficam reduzidas a zero as alíquotas do imposto incidentes sobre os produtos  do Capítulo, fabricados em  conformidade com especificações técnicas e normas de homologação aeronáuticas, quando adquiridos por empresas industriais para emprego na fabricação dos produtos da posição 88.02, ou por estabelecimento homologado pelo Comando da Aeronáutica do Ministério da Defesa, especializado em manutenção, revisão e reparo de produtos aeronáuticos, para emprego nos produtos da referida posição.

NC (90-2) Ficam reduzidas a zero as alíquotas do imposto incidentes sobre aparelhos e instrumentos, bem assim os respectivos acessórios, sobressalentes e ferramentas que os acompanhem, destinados à instalação, ampliação ou modernização de unidades industriais que fabriquem, única e exclusivamente, papel-jornal, com projeto aprovado pela Secretaria de Desenvolvimento da Produção do Ministério do Desenvolvimento, Indústria e Comércio Exterior.

NC (90-3) Ficam reduzidas a zero as alíquotas do imposto incidente sobre as saídas de medidores de vazão e condutivímetros, bem assim de aparelhos para o controle, registro e gravação dos quantitativos medidos, que atendam às especificações fixadas pela Secretaria da Receita Federal, quando adquiridos por estabelecimentos industriais fabricantes dos produtos classificados nas posições 22.02 e 22.03.

NC (90-4) Ficam reduzidas a zero as alíquotas do imposto incidente sobre as saídas de contadores automáticos da quantidade produzida, que atendam às especificações fixadas pela Secretaria da Receita Federal, quando adquiridos por estabelecimentos industriais fabricantes dos produtos classificados no código 2402.20.00.


NCM|DESCRIÇÃO|ALÍQUOTA  (%)
9031.4|-Outros instrumentos e aparelhos ópticos:|
9031.41.00|--Para controle de discos ("wafers") ou de dispositivos semicondutores ou para controle de máscaras ou retículas utilizadas na fabricação de dispositivos semicondutores|0
9031.49|--Outros|
9031.49.10|Para medida de parâmetros dimensionais de fibras de celulose, por meio de raios laser|5
9031.49.20|Para medida da espessura de pneumáticos de veículos automóveis, por meio de raios laser|5
9031.49.90|Outros|5
|Ex 01 - Projetores de perfis|0
9031.80|-Outros instrumentos, aparelhos e máquinas|
9031.80.1|Dinamômetros e rugosímetros|
9031.80.11|Dinamômetros|0
9031.80.12|Rugosímetros|0
9031.80.20|Máquinas para medição tridimensional|0
9031.80.30|Metros padrões|5
9031.80.40|Aparelhos digitais, de uso em veículos automóveis, para medida e indicação de múltiplas grandezas tais como: velocidade média, consumos instantâneo e médio e autonomia (computador de bordo)|15
9031.80.50|Aparelhos para análise de têxteis, computadorizados|0
9031.80.60|Células de carga|5
9031.80.9|Outros|
9031.80.91|Para controle dimensional de pneumáticos, em condições de carga|5
9031.80.99|Outros|5
9031.90|-Partes e acessórios|
9031.90.10|De bancos de ensaio|15
9031.90.90|Outros|15
||
90.32|Instrumentos e aparelhos para regulação ou controle, automáticos.|
9032.10|-Termostatos|
9032.10.10|De expansão de fluidos|15
9032.10.90|Outros|15
9032.20.00|-Manostatos (pressostatos)|15
9032.8|-Outros instrumentos e aparelhos:|
9032.81.00|--Hidráulicos ou pneumáticos|0
9032.89|--Outros|
9032.89.1|Reguladores de voltagem|
9032.89.11|Eletrônicos|15
9032.89.19|Outros|15
9032.89.2|Controladores eletrônicos do tipo dos utilizados em veículos automóveis|
9032.89.21|De sistemas antibloqueantes de freio (ABS)|15
9032.89.22|De sistemas de suspensão|15
9032.89.23|De sistemas de transmissão|15
9032.89.24|De sistemas de ignição|15
9032.89.25|De sistemas de injeção|15
9032.89.29|Outros|15
9032.89.30|Equipamentos digitais para controle de veículos ferroviários|15
9032.89.8|Outros, para regulação ou controle de grandezas não elétricas|
9032.89.81|De pressão|15
9032.89.82|De temperatura|15
9032.89.83|De umidade|15
9032.89.84|De velocidade de motores elétricos por variação de freqüência|15
9032.89.89|Outros|15
9032.89.90|Outros|15
9032.90|-Partes e acessórios|
9032.90.10|Circuitos impressos com componentes elétricos ou eletrônicos, montados|15
9032.90.9|Outros|
9032.90.91|De termostatos|15
9032.90.99|Outros|15
||
9033.00.00|Partes e acessórios não especificados nem compreendidos em outras posições do presente Capítulo, para máquinas, aparelhos, instrumentos ou artigos do Capítulo 90.|15
Capítulo 91
Aparelhos de relojoaria e suas partes
Notas.

1.- O presente Capítulo não compreende:

a) os vidros e pesos de relógios e de outros aparelhos de relojoaria (regime da matéria constitutiva);
b) as correntes de relógios (posições 71.13 ou 71.17, conforme o caso);
c) as partes e acessórios de uso geral, na acepção da Nota 2 da Seção XV, de metais comuns (Seção XV), e os artefatos semelhantes de plásticos (Capítulo 39) ou de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê), geralmente da posição 71.15; as molas de aparelhos de relojoaria (incluídas as espirais) classificam-se, todavia, na posição 91.14;
d) as esferas de rolamento (posições 73.26 ou 84.82, conforme o caso);
e) os aparelhos da posição 84.12 construídos para funcionar sem escape;
f) os rolamentos de esferas (posição 84.82);
g) os artigos do Capítulo 85, ainda não montados entre si ou com outros elementos de maneira a formar maquinismos de aparelhos de relojoaria, ou partes reconhecíveis como exclusiva ou principalmente destinadas a estes maquinismos (Capítulo 85).

2.- A posição 91.01 compreende unicamente os relógios com caixas fabricadas inteiramente de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê), ou dessas matérias associadas a pérolas naturais ou cultivadas ou a pedras preciosas ou semipreciosas ou a pedras sintéticas ou reconstituídas, das posições 71.01 a 71.04. Os relógios com caixas de metal comum incrustado de metais preciosos, classificam-se na posição 91.02.

3.- Para os efeitos do presente Capítulo consideram-se maquinismos de pequeno volume para relógios os dispositivos regulados por um balanceiro com espiral, um cristal de quartzo ou qualquer outro sistema próprio para determinar intervalos de tempo, com um mostrador ou um sistema que permita incorporar um mostrador mecânico. A espessura de tais maquinismos não deverá exceder 12mm e a largura, o comprimento ou o diâmetro não deverá exceder 50mm.

4.- Ressalvadas as disposições da Nota 1, os maquinismos e outras partes suscetíveis de serem utilizados tanto como maquinismos ou partes de aparelhos de relojoaria, como para outros fins, por exemplo, nos instrumentos de medida ou de precisão, classificam-se no presente Capítulo.


NCM|DESCRIÇÃO|ALÍQUOTA (%)
91.01|Relógios de pulso, relógios de bolso e relógios semelhantes (incluídos os contadores de tempo dos mesmos tipos), com caixa de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê).| 
9101.1|-Relógios de pulso, funcionando eletricamente, mesmo com contador de tempo| 
9101.11.00|--De mostrador exclusivamente mecânico|25
9101.19.00|--Outros|25
9101.2|-Outros relógios de pulso, mesmo com contador de tempo incorporado:| 
9101.21.00|--De corda automática|25
9101.29.00|--Outros|25
9101.9|-Outros:| 
9101.91.00|--Funcionando eletricamente|25
9101.99.00|--Outros|25
 | | 
91.02|Relógios de pulso, relógios de bolso e relógios semelhantes (incluídos os contadores de tempo dos mesmos tipos), exceto os da posição 91.01.| 
9102.1|-Relógios de pulso, funcionando eletricamente, mesmo com contador de tempo incorporado:| 
9102.11|--De mostrador exclusivamente mecânico| 
9102.11.10|Com caixa de metal comum|20
9102.11.90|Outros|20
9102.12|--Com mostrador exclusivamente optoeletrônico| 
9102.12.10|Com caixa de metal comum|20
9102.12.20|Com caixa de plástico, exceto as reforçadas com fibra de vidro|20
9102.12.90|Outros|20
9102.19.00|--Outros|20
9102.2|-Outros relógios de pulso, mesmo com contador de tempo incorporado:| 
9102.21.00|--De corda automática|20
9102.29.00|--Outros|20
9102.9|-Outros:| 
9102.91.00|--Funcionando eletricamente|20
 |Ex 01 - Com caixa de metal comum, mesmo dourado, prateado ou platinado|15
 |Ex 02 - Com caixa de plásticos sem carga ou reforço de fibras de vidro|15
9102.99.00|--Outros|20
 | | 
91.03|Despertadores e outros relógios, com maquinismo de pequeno volume.| 
9103.10.00|-Funcionando eletricamente|20
9103.90.00|-Outros|20
 | | 
9104.00.00|Relógios para painéis de instrumentos e relógios semelhantes, para automóveis, veículos aéreos, embarcações ou para outros veículos.|18
 | | 
91.05|Despertadores e outros relógios e aparelhos de relojoaria semelhantes, exceto com maquinismo de pequeno volume.| 
9105.1|-Despertadores:| 
9105.11.00|--Funcionando eletricamente|20
9105.19.00|--Outros|20
9105.2|-Pêndulas e relógios, de parede:| 
9105.21.00|--Funcionando eletricamente|20
9105.29.00|--Outros|20
9105.9|-Outros:| 
9105.91.00|--Funcionando eletricamente|20
9105.99.00|--Outros|20
 | | 
91.06|Aparelhos de controle do tempo e contadores de tempo, com maquinismo de aparelhos de relojoaria ou com motor síncrono (por exemplo, relógios de ponto, relógios datadores, contadores de horas).| 
9106.10.00|-Relógios de ponto; relógios datadores e contadores de horas|15
9106.90.00| --Outros|15
 | | 
9107.00|Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono.| 
9107.00.10|Interruptores horários|15
9107.00.90|Outros|15
 | | 
91.08|Maquinismos de pequeno volume para relógios, completos e montados.| 
9108.1|-Funcionando eletricamente:| 
9108.11|--Com mostrador exclusivamente mecânico ou com dispositivo que permita incorporar um mostrador mecânico| 
9108.11.10|Para relógios das posições 91.01 ou 91.02|20
9108.11.90|Outros|20
9108.12.00|--Com mostrador exclusivamente optoeletrônico|20
9108.19.00|--Outros|20
9108.20.00|-De corda automática|20
9108.90.00|-Outros|20
 | | 
91.09|Maquinismos de aparelhos de relojoaria, completos e montados, exceto os de pequeno volume.| 
9109.1|-Funcionando eletricamente:| 
9109.11.00|--Para despertadores|20
9109.19.00|--Outros|20
9109.90.00|-Outros|20
 | | 
91.10|Maquinismos de aparelhos de relojoaria completos, não montados ou parcialmente montados (“chablons”); maquinismos de aparelhos de relojoaria incompletos montados; esboços de maquinismos de aparelhos de relojoaria.| 
9110.1|-De pequeno volume:| 
9110.11|--Maquinismos completos, não montados ou parcialmente montados (“chablons”)| 
9110.11.10|Para relógios das posições 91.01 ou 91.02|20
9110.11.90|Outros|20
9110.12.00|--Maquinismos incompletos, montados|20
9110.19.00|--Esboços|20
9110.90.00|-Outros|20
 | | 
91.11|Caixas de relógios das posições 91.01 ou 91.02, e suas partes.| 
9111.10.00|-Caixas de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê)|20
9111.20|-Caixas de metais comuns, mesmo dourados ou prateados| 
9111.20.10|De latão, em esboço|20
9111.20.90|Outras|20
9111.80.00|-Outras caixas|20
9111.90|-Partes| 
9111.90.10|Fundos de metais comuns|20
9111.90.90|Outras|20
 | | 
91.12|Caixas e semelhantes de aparelhos de relojoaria, e suas partes. | 
9112.20.00|-Caixas e semelhantes|20
9112.90.00|-Partes|20
 | | 
91.13|Pulseiras de relógios, e suas partes.| 
9113.10.00|-De metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê)|10
9113.20.00|-De metais comuns, mesmo dourados ou prateados|10
9113.90.00|-Outras|10
 | | 
91.14|Outras partes e acessórios de aparelhos de relojoaria.| 
9114.10.00|-Molas, incluídas as espirais|20
9114.20.00|-Pedras|20
9114.30.00|-Quadrantes|20
9114.40.00|-Platinas e pontes|20
9114.90|-Outras| 
9114.90.10|Coroas|20
9114.90.20|Ponteiros|20
9114.90.30|Hastes|20
9114.90.40|Básculas|20
9114.90.50|Eixos e pinhões|20
9114.90.60|Rodas|20
9114.90.70|Rotores|20
9114.90.90|Outras|20
Capítulo 92
Instrumentos musicais; suas partes e acessórios
Notas.

1.- O presente Capítulo não compreende:

a) as partes e acessórios de uso geral, na acepção da Nota 2 da Seção XV, de metais comuns (Seção XV), e os artefatos semelhantes de plásticos (Capítulo 39);
b) os microfones, amplificadores, alto-falantes, fones de ouvido, interruptores, estroboscópios e outros instrumentos, aparelhos e equipamentos acessórios, utilizados com os artigos do presente Capítulo, mas neles não incorporados nem acondicionados no mesmo estojo (Capítulos 85 ou 90);
c) os instrumentos e aparelhos com características de brinquedos (posição 95.03);
d) as escovas e artefatos semelhantes, para limpeza de instrumentos musicais (posição 96.03);
e) os instrumentos e aparelhos com características de objetos de coleção ou de antigüidades (posições 97.05 ou 97.06).

2.- Os arcos, baquetas e artigos semelhantes, para instrumentos musicais das posições 92.02 ou 92.06, apresentados em quantidades compatíveis com os instrumentos a que se destinem, seguem o regime dos respectivos instrumentos.

Os cartões, discos e rolos, da posição 92.09 permanecem nesta posição, mesmo quando se apresentem com os instrumentos ou aparelhos a que se destinem.


NCM|DESCRIÇÃO|ALÍQUOTA (%)
92.01|Pianos, mesmo automáticos; cravos e outros instrumentos de cordas, com teclado.| 
9201.10.00|-Pianos verticais|0
9201.20.00|-Pianos de cauda|0
9201.90.00|-Outros|0
 | | 
92.02|Outros instrumentos musicais de cordas (por exemplo, guitarras (violões), violinos, harpas).| 
9202.10.00|-De cordas, tocados com auxílio de um arco|0
9202.90.00|-Outros|0
 | | 
92.05|Outros instrumentos musicais de sopro (por exemplo, clarinetes, trompetes, gaitas de foles).| 
9205.10.00|-Instrumentos denominados “metais”|0
9205.90.00|-Outros|0
 | | 
9206.00.00|Instrumentos musicais de percussão (por exemplo, tambores, caixas, xilofones, pratos, castanholas, maracás).|0
 | | 
92.07|Instrumentos musicais cujo som é produzido ou deva ser amplificado por meios elétricos (por exemplo, órgãos, guitarras, acordeões).| 
9207.10|-Instrumentos de teclado, exceto acordeões| 
9207.10.10|Sintetizadores|0
9207.10.90|Outros|0
9207.90|-Outros| 
9207.90.10|Guitarra e contrabaixo|0
9207.90.90|Outros|0
 | | 
92.08|Caixas de música, órgãos mecânicos de feira, realejos, pássaros cantores mecânicos, serrotes musicais e outros instrumentos musicais não especificados em outra posição do presente Capítulo; chamarizes de qualquer tipo; apitos, berrantes (cornetas de sinais) e outros instrumentos, de boca, para chamada ou sinalização.| 
9208.10.00|-Caixas de música|0
9208.90.00|-Outros|0
 | | 
92.09|Partes (mecanismos de caixas de música, por exemplo) e acessórios (por exemplo, cartões, discos e rolos para instrumentos mecânicos) de instrumentos musicais; metrônomos e diapasões de todos os tipos.| 
9209.30.00|-Cordas para instrumentos musicais|0
9209.9|-Outros:| 
9209.91.00|--Partes e acessórios de pianos|0
9209.92.00|--Partes e acessórios de instrumentos musicais da posição 92.02|0
9209.94.00|--Partes e acessórios de instrumentos musicais da posição 92.07|0
9209.99.00|--Outros|0

